代號,名稱,日期,到期月,開盤價,最高價,最低價,收盤價,每日結算價,報酬率,成交張數(量),未平倉合約數,期貨理論價,理論價差比,基差,標的證券價格,剩餘天數,年股利率-估,無風險利率,最後交易日,最後揭示買價,最後揭示賣價,標的證券ROI%,標的證券,成交量(合計),未沖銷契約數(合計)
TX202012,台指 2020/12,2020/03/30,2020/12,8755,8943,8650,8943,8943,-0.2343,43,751,,,686.43,9629.43,262,0,0.795,2020/12/16,8940,8949,-0.7191,Y9999   加權指數,"166,610","96,194"
TX202012,台指 2020/12,2020/03/31,2020/12,9035,9073,8891,8963,8963,0.2236,13,753,,,745.06,9708.06,261,0,0.795,2020/12/16,8966,8972,0.8132,Y9999   加權指數,"144,147","97,720"
TX202012,台指 2020/12,2020/04/01,2020/12,8987,9015,8950,8950,8925,-0.424,12,751,,,738.63,9663.63,260,0,0.795,2020/12/16,8923,8927,-0.4587,Y9999   加權指數,"117,698","97,647"
TX202012,台指 2020/12,2020/04/06,2020/12,9100,9215,8992,9215,9215,3.2493,47,748,,,603.74,9818.74,255,0,0.795,2020/12/16,9213,9219,1.5923,Y9999   加權指數,"148,903","97,423"
TX202012,台指 2020/12,2020/04/07,2020/12,9350,9405,9286,9405,9405,2.0619,38,736,,,591.39,9996.39,254,0,0.795,2020/12/16,9398,9404,1.7931,Y9999   加權指數,"139,841","97,083"
TX202012,台指 2020/12,2020/04/08,2020/12,9356,9521,9347,9521,9521,1.2334,21,725,,,616.47,10137.47,253,0,0.795,2020/12/16,9527,9534,1.4014,Y9999   加權指數,"136,193","100,308"
TX202012,台指 2020/12,2020/04/09,2020/12,9592,9592,9423,9498,9479,-0.4411,38,723,,,640.43,10119.43,252,0,0.795,2020/12/16,9476,9483,-0.1781,Y9999   加權指數,"142,885","105,058"
TX202012,台指 2020/12,2020/04/10,2020/12,9425,9492,9425,9490,9490,0.116,26,736,,,667.61,10157.61,251,0,0.795,2020/12/16,9488,9496,0.3766,Y9999   加權指數,"79,736","107,666"
TX202012,台指 2020/12,2020/04/13,2020/12,9420,9472,9399,9402,9402,-0.9273,21,750,,,697.22,10099.22,248,0,0.795,2020/12/16,9376,9399,-0.5765,Y9999   加權指數,"157,766","105,566"
TX202012,台指 2020/12,2020/04/14,2020/12,9460,9705,9460,9699,9699,3.1589,49,754,,,633.94,10332.94,247,0,0.795,2020/12/16,9691,9699,2.2879,Y9999   加權指數,"181,235","106,892"
TX202012,台指 2020/12,2020/04/15,2020/12,9700,9792,9700,9760,9760,0.6289,50,766,,,687.21,10447.21,246,0,0.795,2020/12/16,9757,9761,1.0998,Y9999   加權指數,"121,760","102,944"
TX202012,台指 2020/12,2020/04/16,2020/12,9621,9770,9618,9737,9737,-0.2357,32,770,,,638.48,10375.48,245,0,0.795,2020/12/16,9738,9741,-0.689,Y9999   加權指數,"118,818","85,143"
TX202012,台指 2020/12,2020/04/17,2020/12,10044,10100,9933,10012,10012,2.8243,75,784,,,585.04,10597.04,244,0,0.795,2020/12/16,10002,10010,2.1129,Y9999   加權指數,"161,273","85,089"
TX202012,台指 2020/12,2020/04/20,2020/12,10010,10010,9915,9926,9926,-0.859,22,785,,,660.71,10586.71,241,0,0.795,2020/12/16,9920,9926,-0.0975,Y9999   加權指數,"96,625","87,046"
TX202012,台指 2020/12,2020/04/21,2020/12,9853,9875,9606,9645,9645,-2.8309,69,792,,,643.42,10288.42,240,0,0.795,2020/12/16,9638,9646,-2.858,Y9999   加權指數,"187,575","95,604"
TX202012,台指 2020/12,2020/04/22,2020/12,9590,9654,9528,9654,9654,0.0933,37,812,,,653.74,10307.74,239,0,0.795,2020/12/16,9663,9666,0.1876,Y9999   加權指數,"141,718","93,400"
TX202012,台指 2020/12,2020/04/23,2020/12,9813,9813,9600,9731,9731,0.7976,33,816,,,635.51,10366.51,238,0,0.795,2020/12/16,9728,9733,0.5685,Y9999   加權指數,"168,970","92,192"
TX202012,台指 2020/12,2020/04/24,2020/12,9683,9712,9683,9700,9700,-0.3186,7,820,,,647.36,10347.36,237,0,0.795,2020/12/16,9698,9705,-0.1849,Y9999   加權指數,"105,641","92,492"
TX202012,台指 2020/12,2020/04/27,2020/12,9807,9990,9807,9990,9990,2.9897,14,818,,,577.27,10567.27,234,0,0.795,2020/12/16,9983,9988,2.103,Y9999   加權指數,"124,439","96,620"
TX202012,台指 2020/12,2020/04/28,2020/12,10040,10040,9940,10026,10026,0.3604,34,821,,,590.06,10616.06,233,0,0.795,2020/12/16,10018,10023,0.4606,Y9999   加權指數,"111,507","95,770"
TX202012,台指 2020/12,2020/04/29,2020/12,10092,10202,10078,10178,10143,1.167,81,823,,,629.22,10772.22,232,0,0.795,2020/12/16,10140,10146,1.4603,Y9999   加權指數,"116,130","97,567"
TX202012,台指 2020/12,2020/04/30,2020/12,10247,10397,10241,10366,10374,2.2774,74,820,,,618.14,10992.14,231,0,0.795,2020/12/16,10372,10377,2.021,Y9999   加權指數,"117,247","96,490"
TX202012,台指 2020/12,2020/05/04,2020/12,10022,10114,9910,10043,10043,-3.1907,44,831,,,677.48,10720.48,227,0,0.795,2020/12/16,10035,10043,-2.5025,Y9999   加權指數,"135,347","95,085"
TX202012,台指 2020/12,2020/05/05,2020/12,10139,10200,10098,10127,10127,0.8364,65,859,,,647.61,10774.61,226,0,0.795,2020/12/16,10132,10140,0.5037,Y9999   加權指數,"113,019","95,439"
TX202012,台指 2020/12,2020/05/06,2020/12,10079,10163,10043,10148,10148,0.2074,51,872,,,626.98,10774.98,225,0,0.795,2020/12/16,10148,10156,0.0034,Y9999   加權指數,"124,829","96,011"
TX202012,台指 2020/12,2020/05/07,2020/12,10213,10255,10211,10211,10227,0.7785,26,877,,,615.92,10842.92,224,0,0.795,2020/12/16,10224,10231,0.6286,Y9999   加權指數,"119,234","98,378"
TX202012,台指 2020/12,2020/05/08,2020/12,10300,10337,10251,10281,10281,0.528,42,890,,,620.42,10901.42,223,0,0.795,2020/12/16,10283,10290,0.5381,Y9999   加權指數,"108,012","98,659"
TX202012,台指 2020/12,2020/05/11,2020/12,10369,10425,10345,10393,10377,0.9338,33,897,,,636.26,11013.26,220,0,0.795,2020/12/16,10373,10381,1.0207,Y9999   加權指數,"96,408","100,073"
TX202012,台指 2020/12,2020/05/12,2020/12,10298,10310,10218,10274,10274,-0.9926,16,897,,,605.47,10879.47,219,0,0.795,2020/12/16,10267,10274,-1.2222,Y9999   加權指數,"119,994","100,398"
TX202012,台指 2020/12,2020/05/13,2020/12,10250,10320,10238,10320,10320,0.4477,23,911,,,618.27,10938.27,218,0,0.795,2020/12/16,10316,10322,0.539,Y9999   加權指數,"106,752","101,526"
TX202012,台指 2020/12,2020/05/14,2020/12,10244,10265,10150,10150,10150,-1.6473,32,916,,,630.88,10780.88,217,0,0.795,2020/12/16,10155,10162,-1.4493,Y9999   加權指數,"134,755","103,241"
TX202012,台指 2020/12,2020/05/15,2020/12,10231,10265,10150,10235,10235,0.8374,26,916,,,579.92,10814.92,216,0,0.795,2020/12/16,10227,10234,0.3152,Y9999   加權指數,"149,333","101,723"
TX202012,台指 2020/12,2020/05/18,2020/12,10185,10231,10146,10173,10191,-0.4299,30,909,,,549.55,10740.55,213,0,0.795,2020/12/16,10185,10198,-0.69,Y9999   加權指數,"166,060","104,820"
TX202012,台指 2020/12,2020/05/19,2020/12,10390,10390,10292,10303,10303,1.099,31,904,,,557.44,10860.44,212,0,0.795,2020/12/16,10299,10317,1.1101,Y9999   加權指數,"165,308","100,834"
TX202012,台指 2020/12,2020/05/20,2020/12,10366,10391,10335,10350,10350,0.4562,55,904,,,557.8,10907.8,211,0,0.795,2020/12/16,10353,10358,0.4351,Y9999   加權指數,"120,101","102,283"
TX202012,台指 2020/12,2020/05/21,2020/12,10400,10500,10400,10470,10470,1.1594,63,927,,,538.31,11008.31,210,0,0.795,2020/12/16,10461,10467,0.9172,Y9999   加權指數,"119,213","88,819"
TX202012,台指 2020/12,2020/05/22,2020/12,10436,10436,10249,10249,10264,-1.9675,54,911,,,547.15,10811.15,209,0,0.795,2020/12/16,10262,10267,-1.8072,Y9999   加權指數,"140,066","92,368"
TX202012,台指 2020/12,2020/05/25,2020/12,10315,10350,10183,10350,10336,0.7015,20,909,,,535.18,10871.18,206,0,0.795,2020/12/16,10333,10339,0.5537,Y9999   加權指數,"122,282","88,069"
TX202012,台指 2020/12,2020/05/26,2020/12,10428,10535,10428,10498,10498,1.5673,55,917,,,499.21,10997.21,205,0,0.795,2020/12/16,10496,10499,1.1526,Y9999   加權指數,"108,272","92,731"
TX202012,台指 2020/12,2020/05/27,2020/12,10478,10537,10473,10513,10501,0.0286,15,913,,,513.66,11014.66,204,0,0.795,2020/12/16,10497,10505,0.1586,Y9999   加權指數,"105,259","90,533"
TX202012,台指 2020/12,2020/05/28,2020/12,10584,10585,10402,10420,10448,-0.5047,56,875,,,496.19,10944.19,203,0,0.795,2020/12/16,10445,10451,-0.6418,Y9999   加權指數,"144,950","90,517"
TX202012,台指 2020/12,2020/05/29,2020/12,10395,10434,10355,10427,10461,0.1244,32,885,,,481.16,10942.16,202,0,0.795,2020/12/16,10457,10465,-0.0186,Y9999   加權指數,"117,556","92,088"
TX202012,台指 2020/12,2020/06/01,2020/12,10529,10637,10529,10600,10600,1.3287,44,886,,,479.02,11079.02,199,0,0.795,2020/12/16,10599,10603,1.243,Y9999   加權指數,"107,905","97,298"
TX202012,台指 2020/12,2020/06/02,2020/12,10618,10683,10618,10653,10653,0.5,41,876,,,474.93,11127.93,198,0,0.795,2020/12/16,10648,10655,0.4405,Y9999   加權指數,"84,495","95,815"
TX202012,台指 2020/12,2020/06/03,2020/12,10789,10842,10765,10827,10827,1.6333,67,884,,,493.16,11320.16,197,0,0.795,2020/12/16,10824,10828,1.7127,Y9999   加權指數,"110,991","99,134"
TX202012,台指 2020/12,2020/06/04,2020/12,10959,10969,10865,10908,10908,0.7481,56,892,,,485.23,11393.23,196,0,0.795,2020/12/16,10908,10914,0.6434,Y9999   加權指數,"111,676","95,685"
TX202012,台指 2020/12,2020/06/05,2020/12,10949,11023,10940,11010,11010,0.9351,85,903,,,469.4,11479.4,195,0,0.795,2020/12/16,11008,11013,0.7535,Y9999   加權指數,"87,195","99,790"
TX202012,台指 2020/12,2020/06/08,2020/12,11077,11178,11063,11132,11132,1.1081,103,900,,,478.32,11610.32,192,0,0.795,2020/12/16,11132,11135,1.134,Y9999   加權指數,"110,793","98,232"
TX202012,台指 2020/12,2020/06/09,2020/12,11164,11175,11092,11164,11164,0.2875,28,900,,,473.11,11637.11,191,0,0.795,2020/12/16,11162,11168,0.2305,Y9999   加權指數,"93,846","101,831"
TX202012,台指 2020/12,2020/06/10,2020/12,11186,11271,11163,11248,11248,0.7524,43,912,,,472.16,11720.16,190,0,0.795,2020/12/16,11246,11251,0.7111,Y9999   加權指數,"99,245","102,790"
TX202012,台指 2020/12,2020/06/11,2020/12,11248,11248,11019,11029,11029,-1.947,46,944,,,506.77,11535.77,189,0,0.795,2020/12/16,11015,11025,-1.5858,Y9999   加權指數,"149,198","102,735"
TX202012,台指 2020/12,2020/06/12,2020/12,10865,10955,10782,10931,10931,-0.8886,53,948,,,498.94,11429.94,188,0,0.795,2020/12/16,10923,10930,-0.9216,Y9999   加權指數,"153,086","102,877"
TX202012,台指 2020/12,2020/06/15,2020/12,10911,10932,10744,10744,10744,-1.7107,70,949,,,562.26,11306.26,185,0,0.795,2020/12/16,10749,10755,-1.088,Y9999   加權指數,"202,646","102,646"
