代號,名稱,日期,到期月,開盤價,最高價,最低價,收盤價,每日結算價,報酬率,成交張數(量),未平倉合約數,期貨理論價,理論價差比,基差,標的證券價格,剩餘天數,年股利率-估,無風險利率,最後交易日,最後揭示買價,最後揭示賣價,標的證券ROI%,標的證券,成交量(合計),未沖銷契約數(合計)
TX202003,台指 2020/03,2020/01/03,2020/03,12149,12166,11970,12061,12061,-0.0746,337,"2,541",,,49.43,12110.43,76,0,1.045,2020/03/18,12055,12060,0.0822,Y9999   加權指數,"176,842","92,675"
TX202003,台指 2020/03,2020/01/06,2020/03,12001,12001,11923,11923,11923,-1.1442,207,"2,656",,,30.36,11953.36,73,0,1.045,2020/03/18,11922,11925,-1.3055,Y9999   加權指數,"120,896","94,189"
TX202003,台指 2020/03,2020/01/07,2020/03,11962,11979,11795,11848,11846,-0.6458,418,"2,717",,,34.32,11880.32,72,0,1.045,2020/03/18,11844,11848,-0.6129,Y9999   加權指數,"161,961","92,192"
TX202003,台指 2020/03,2020/01/08,2020/03,11708,11854,11675,11756,11757,-0.7513,504,"2,888",,,60.1,11817.1,71,0,1.045,2020/03/18,11756,11759,-0.5336,Y9999   加權指數,"164,562","92,445"
TX202003,台指 2020/03,2020/01/09,2020/03,11884,11964,11855,11941,11941,1.565,510,"3,100",,,29.63,11970.63,70,0,1.045,2020/03/18,11938,11942,1.2909,Y9999   加權指數,"123,448","96,775"
TX202003,台指 2020/03,2020/01/10,2020/03,11977,12011,11933,11977,11977,0.3015,242,"3,085",,,47.65,12024.65,69,0,1.045,2020/03/18,11979,11981,0.4503,Y9999   加權指數,"133,104","101,559"
TX202003,台指 2020/03,2020/01/13,2020/03,12054,12083,12016,12079,12079,0.8516,444,"3,145",,,34.42,12113.42,66,0,1.045,2020/03/18,12075,12080,0.7355,Y9999   加權指數,"183,946","108,823"
TX202003,台指 2020/03,2020/01/14,2020/03,12138,12150,12105,12137,12137,0.4802,530,"3,386",,,42.81,12179.81,65,0,1.045,2020/03/18,12135,12138,0.5466,Y9999   加權指數,"142,717","106,143"
TX202003,台指 2020/03,2020/01/15,2020/03,12120,12130,12029,12035,12035,-0.8404,597,"3,687",,,56.88,12091.88,64,0,1.045,2020/03/18,12038,12042,-0.7246,Y9999   加權指數,"155,807","107,995"
TX202003,台指 2020/03,2020/01/16,2020/03,12032,12060,11977,12041,12036,0.0083,"1,324","3,964",,,30.93,12066.93,63,0,1.045,2020/03/18,12038,12041,-0.2065,Y9999   加權指數,"107,992","84,613"
TX202003,台指 2020/03,2020/01/17,2020/03,12081,12100,12015,12053,12052,0.1329,"1,050","4,209",,,38.29,12090.29,62,0,1.045,2020/03/18,12053,12055,0.1934,Y9999   加權指數,"102,446","83,785"
TX202003,台指 2020/03,2020/01/20,2020/03,12099,12140,12080,12093,12095,0.3568,"1,037","4,432",,,23.71,12118.71,59,0,1.045,2020/03/18,12092,12094,0.2348,Y9999   加權指數,"78,769","83,748"
TX202003,台指 2020/03,2020/01/30,2020/03,11773,11780,11351,11357,11355,-6.1182,"4,014","5,263",,,66.74,11421.74,49,0,1.045,2020/03/18,11351,11354,-5.9232,Y9999   加權指數,"253,630","93,726"
TX202003,台指 2020/03,2020/01/31,2020/03,11437,11548,11390,11448,11448,0.819,"2,389","5,491",,,47.1,11495.1,48,0,1.045,2020/03/18,11447,11450,0.6402,Y9999   加權指數,"157,359","92,043"
TX202003,台指 2020/03,2020/02/03,2020/03,11267,11350,11136,11305,11304,-1.2579,"2,757","6,224",,,50.92,11354.92,45,0,1.045,2020/03/18,11303,11306,-1.227,Y9999   加權指數,"209,764","93,820"
TX202003,台指 2020/03,2020/02/04,2020/03,11348,11535,11344,11510,11515,1.8666,"2,127","6,521",,,40.92,11555.92,44,0,1.045,2020/03/18,11511,11515,1.7547,Y9999   加權指數,"148,143","91,138"
TX202003,台指 2020/03,2020/02/05,2020/03,11585,11596,11455,11523,11523,0.0695,"2,285","7,020",,,50.62,11573.62,43,0,1.045,2020/03/18,11520,11523,0.1531,Y9999   加權指數,"157,901","90,119"
TX202003,台指 2020/03,2020/02/06,2020/03,11626,11723,11610,11720,11721,1.7183,"2,180","7,531",,,28.68,11749.68,42,0,1.045,2020/03/18,11720,11721,1.5098,Y9999   加權指數,"125,595","92,059"
TX202003,台指 2020/03,2020/02/07,2020/03,11651,11651,11550,11574,11572,-1.2712,"2,170","8,121",,,40.81,11612.81,41,0,1.045,2020/03/18,11574,11576,-1.1717,Y9999   加權指數,"128,297","88,080"
TX202003,台指 2020/03,2020/02/10,2020/03,11440,11578,11385,11547,11547,-0.216,"3,713","9,322",,,27.07,11574.07,38,0,1.045,2020/03/18,11544,11547,-0.3342,Y9999   加權指數,"151,352","89,611"
TX202003,台指 2020/03,2020/02/11,2020/03,11602,11668,11596,11645,11643,0.8314,"2,715","10,257",,,21.04,11664.04,37,0,1.045,2020/03/18,11643,11646,0.7743,Y9999   加權指數,"95,513","88,994"
TX202003,台指 2020/03,2020/02/12,2020/03,11640,11770,11629,11748,11746,0.8847,"3,797","10,859",,,28.19,11774.19,36,0,1.045,2020/03/18,11746,11748,0.9399,Y9999   加權指數,"109,782","93,628"
TX202003,台指 2020/03,2020/02/13,2020/03,11786,11815,11743,11754,11755,0.0766,"6,032","13,926",,,36.78,11791.78,35,0,1.045,2020/03/18,11753,11755,0.1493,Y9999   加權指數,"116,395","94,454"
TX202003,台指 2020/03,2020/02/14,2020/03,11738,11830,11735,11790,11789,0.2892,"11,074","20,722",,,26.7,11815.7,34,0,1.045,2020/03/18,11789,11791,0.2026,Y9999   加權指數,"114,380","96,814"
TX202003,台指 2020/03,2020/02/17,2020/03,11692,11769,11681,11751,11750,-0.3308,"29,841","42,293",,,13.51,11763.51,31,0,1.045,2020/03/18,11750,11751,-0.4427,Y9999   加權指數,"140,064","102,189"
TX202003,台指 2020/03,2020/02/18,2020/03,11699,11699,11610,11629,11629,-1.0298,"46,058","65,152",,,19.98,11648.98,30,0,1.045,2020/03/18,11627,11630,-0.9784,Y9999   加權指數,"201,517","107,979"
TX202003,台指 2020/03,2020/02/19,2020/03,11657,11787,11621,11762,11763,1.1523,"70,098","73,479",,,-4.16,11758.84,29,0,1.045,2020/03/18,11762,11764,0.9387,Y9999   加權指數,"154,757","104,603"
TX202003,台指 2020/03,2020/02/20,2020/03,11820,11830,11679,11715,11713,-0.4251,"137,132","74,865",,,12.09,11725.09,28,0,1.045,2020/03/18,11715,11716,-0.2874,Y9999   加權指數,"138,845","79,636"
TX202003,台指 2020/03,2020/02/21,2020/03,11665,11765,11636,11664,11663,-0.4269,"139,432","75,344",,,23.35,11686.35,27,0,1.045,2020/03/18,11664,11665,-0.3309,Y9999   加權指數,"141,002","80,362"
TX202003,台指 2020/03,2020/02/24,2020/03,11509,11587,11476,11508,11511,-1.3033,"136,123","79,312",,,23.87,11534.87,24,0,1.045,2020/03/18,11508,11509,-1.3047,Y9999   加權指數,"138,300","84,621"
TX202003,台指 2020/03,2020/02/25,2020/03,11400,11561,11386,11542,11541,0.2606,"148,777","81,168",,,-0.77,11540.23,23,0,1.045,2020/03/18,11541,11542,0.0465,Y9999   加權指數,"151,019","86,881"
TX202003,台指 2020/03,2020/02/26,2020/03,11383,11482,11365,11421,11421,-1.0398,"162,698","80,774",,,12.62,11433.62,22,0,1.045,2020/03/18,11420,11421,-0.9281,Y9999   加權指數,"165,242","87,051"
TX202003,台指 2020/03,2020/02/27,2020/03,11395,11447,11237,11273,11276,-1.2696,"168,661","82,289",,,16.17,11292.17,21,0,1.045,2020/03/18,11273,11275,-1.2449,Y9999   加權指數,"171,589","89,145"
TX202003,台指 2020/03,2020/03/02,2020/03,11011,11278,11005,11174,11176,-0.8868,"203,861","85,979",,,-5.54,11170.46,17,0,1.045,2020/03/18,11174,11175,-1.0837,Y9999   加權指數,"207,569","93,632"
TX202003,台指 2020/03,2020/03/03,2020/03,11313,11375,11278,11324,11321,1.2974,"165,499","81,816",,,6.72,11327.72,16,0,1.045,2020/03/18,11323,11324,1.398,Y9999   加權指數,"168,186","89,976"
TX202003,台指 2020/03,2020/03/04,2020/03,11348,11369,11267,11364,11358,0.3268,"142,617","83,414",,,34.35,11392.35,15,0,1.045,2020/03/18,11362,11364,0.5689,Y9999   加權指數,"144,674","92,234"
TX202003,台指 2020/03,2020/03/05,2020/03,11450,11501,11428,11492,11491,1.171,"112,997","88,673",,,23.82,11514.82,14,0,1.045,2020/03/18,11489,11492,1.0693,Y9999   加權指數,"115,589","98,911"
TX202003,台指 2020/03,2020/03/06,2020/03,11400,11420,11260,11269,11269,-1.9319,"154,698","86,748",,,52.81,11321.81,13,0,1.045,2020/03/18,11268,11271,-1.6904,Y9999   加權指數,"159,376","99,103"
TX202003,台指 2020/03,2020/03/09,2020/03,10975,11108,10916,10950,10951,-2.8219,"213,069","85,921",,,26.64,10977.64,10,0,1.045,2020/03/18,10950,10951,-3.087,Y9999   加權指數,"219,147","101,098"
TX202003,台指 2020/03,2020/03/10,2020/03,10830,10996,10779,10984,10981,0.2739,"209,076","83,209",,,22.54,11003.54,9,0,1.045,2020/03/18,10982,10983,0.2357,Y9999   加權指數,"217,748","102,593"
TX202003,台指 2020/03,2020/03/11,2020/03,10979,11029,10807,10821,10824,-1.4297,"183,871","83,903",,,69.75,10893.75,8,0,1.045,2020/03/18,10821,10822,-1.0028,Y9999   加權指數,"190,960","105,218"
TX202003,台指 2020/03,2020/03/12,2020/03,10750,10765,10161,10367,10362,-4.2683,"331,510","91,379",,,60.32,10422.32,7,0,1.045,2020/03/18,10367,10368,-4.424,Y9999   加權指數,"345,479","115,205"
TX202003,台指 2020/03,2020/03/13,2020/03,9749,10147,9450,10021,10027,-3.233,"348,943","94,984",,,101.87,10128.87,6,0,1.045,2020/03/18,10017,10021,-2.856,Y9999   加權指數,"370,673","128,623"
TX202003,台指 2020/03,2020/03/16,2020/03,9919,10055,9636,9668,9679,-3.4706,"260,020","70,351",,,38.77,9717.77,3,0,1.045,2020/03/18,9668,9672,-4.1434,Y9999   加權指數,"304,099","130,457"
TX202003,台指 2020/03,2020/03/17,2020/03,9379,9677,9271,9363,9371,-3.1821,"257,921","52,372",,,68.63,9439.63,2,0,1.045,2020/03/18,9359,9364,-2.9039,Y9999   加權指數,"325,896","135,236"
TX202003,台指 2020/03,2020/03/18,2020/03,9366,9489,9205,9263,9264,-1.1418,"111,426","40,267",,,-45.33,9218.67,1,0,1.045,2020/03/18,9263,9264,-2.3686,Y9999   加權指數,"240,281","140,821"
TX202005,台指 2020/05,2020/02/20,2020/05,11771,11776,11635,11662,11662,,136,79,,,63.09,11725.09,91,0,1.045,2020/05/20,11665,11668,-0.2874,Y9999   加權指數,"138,845","79,636"
TX202005,台指 2020/05,2020/02/21,2020/05,11623,11712,11594,11615,11615,-0.403,113,147,,,71.35,11686.35,90,0,1.045,2020/05/20,11614,11617,-0.3309,Y9999   加權指數,"141,002","80,362"
TX202005,台指 2020/05,2020/02/24,2020/05,11470,11533,11435,11459,11459,-1.3431,107,198,,,75.87,11534.87,87,0,1.045,2020/05/20,11458,11461,-1.3047,Y9999   加權指數,"138,300","84,621"
TX202005,台指 2020/05,2020/02/25,2020/05,11345,11510,11340,11483,11491,0.2793,170,304,,,49.23,11540.23,86,0,1.045,2020/05/20,11490,11493,0.0465,Y9999   加權指數,"151,019","86,881"
TX202005,台指 2020/05,2020/02/26,2020/05,11347,11429,11319,11373,11373,-1.0269,168,376,,,60.62,11433.62,85,0,1.045,2020/05/20,11369,11372,-0.9281,Y9999   加權指數,"165,242","87,051"
TX202005,台指 2020/05,2020/02/27,2020/05,11344,11389,11190,11231,11231,-1.2486,227,491,,,61.17,11292.17,84,0,1.045,2020/05/20,11222,11227,-1.2449,Y9999   加權指數,"171,589","89,145"
TX202005,台指 2020/05,2020/03/02,2020/05,10985,11212,10978,11132,11132,-0.8815,123,541,,,38.46,11170.46,80,0,1.045,2020/05/20,11124,11127,-1.0837,Y9999   加權指數,"207,569","93,632"
TX202005,台指 2020/05,2020/03/03,2020/05,11256,11322,11232,11264,11264,1.1858,181,631,,,63.72,11327.72,79,0,1.045,2020/05/20,11272,11275,1.398,Y9999   加權指數,"168,186","89,976"
TX202005,台指 2020/05,2020/03/04,2020/05,11264,11315,11220,11312,11311,0.4173,134,715,,,81.35,11392.35,78,0,1.045,2020/05/20,11310,11314,0.5689,Y9999   加權指數,"144,674","92,234"
TX202005,台指 2020/05,2020/03/05,2020/05,11402,11445,11390,11437,11437,1.114,133,840,,,77.82,11514.82,77,0,1.045,2020/05/20,11435,11440,1.0693,Y9999   加權指數,"115,589","98,911"
TX202005,台指 2020/05,2020/03/06,2020/05,11350,11365,11210,11215,11215,-1.9411,163,855,,,106.81,11321.81,76,0,1.045,2020/05/20,11215,11217,-1.6904,Y9999   加權指數,"159,376","99,103"
TX202005,台指 2020/05,2020/03/09,2020/05,10924,11047,10867,10892,10892,-2.8801,231,897,,,85.64,10977.64,73,0,1.045,2020/05/20,10891,10894,-3.087,Y9999   加權指數,"219,147","101,098"
TX202005,台指 2020/05,2020/03/10,2020/05,10775,10929,10717,10918,10918,0.2387,303,"1,016",,,85.54,11003.54,72,0,1.045,2020/05/20,10915,10918,0.2357,Y9999   加權指數,"217,748","102,593"
TX202005,台指 2020/05,2020/03/11,2020/05,10920,10956,10740,10755,10755,-1.4929,336,"1,171",,,138.75,10893.75,71,0,1.045,2020/05/20,10746,10751,-1.0028,Y9999   加權指數,"190,960","105,218"
TX202005,台指 2020/05,2020/03/12,2020/05,10660,10682,10092,10270,10270,-4.5095,704,"1,412",,,152.32,10422.32,70,0,1.045,2020/05/20,10278,10282,-4.424,Y9999   加權指數,"345,479","115,205"
TX202005,台指 2020/05,2020/03/13,2020/05,9600,10038,9368,9930,9930,-3.3106,766,"1,718",,,198.87,10128.87,69,0,1.045,2020/05/20,9916,9922,-2.856,Y9999   加權指數,"370,673","128,623"
TX202005,台指 2020/05,2020/03/16,2020/05,9820,9920,9498,9533,9537,-3.9577,535,"1,976",,,180.77,9717.77,66,0,1.045,2020/05/20,9522,9529,-4.1434,Y9999   加權指數,"304,099","130,457"
TX202005,台指 2020/05,2020/03/17,2020/05,9212,9514,9156,9158,9164,-3.9111,490,"2,135",,,275.63,9439.63,65,0,1.045,2020/05/20,9143,9160,-2.9039,Y9999   加權指數,"325,896","135,236"
TX202005,台指 2020/05,2020/03/18,2020/05,9222,9239,8842,8853,8850,-3.4265,970,"1,722",,,368.67,9218.67,64,0,1.045,2020/05/20,8846,8850,-2.3686,Y9999   加權指數,"240,281","140,821"
TX202005,台指 2020/05,2020/03/19,2020/05,8752,8800,8212,8285,8287,-6.3616,"2,180","1,989",,,394.34,8681.34,63,0,1.045,2020/05/20,8282,8284,-6.0055,Y9999   加權指數,"310,611","112,399"
TX202005,台指 2020/05,2020/03/20,2020/05,8492,9100,8480,8972,9000,8.6038,"1,431","2,384",,,234.09,9234.09,62,0,1.045,2020/05/20,8947,8955,6.1726,Y9999   加權指數,"268,236","106,305"
TX202005,台指 2020/05,2020/03/23,2020/05,8566,8804,8510,8630,8609,-4.3444,"1,705","3,146",,,281.03,8890.03,59,0,0.795,2020/05/20,8629,8633,-3.7972,Y9999   加權指數,"182,593","111,509"
TX202005,台指 2020/05,2020/03/24,2020/05,8942,9233,8942,9135,9131,6.0634,"1,749","4,101",,,154.62,9285.62,58,0,0.795,2020/05/20,9128,9131,4.3537,Y9999   加權指數,"181,268","104,155"
TX202005,台指 2020/05,2020/03/25,2020/05,9380,9559,9317,9516,9518,4.2383,"2,998","4,859",,,126.75,9644.75,57,0,0.795,2020/05/20,9517,9521,3.7947,Y9999   加權指數,"213,672","95,545"
TX202005,台指 2020/05,2020/03/26,2020/05,9628,9628,9362,9575,9565,0.4938,"2,061","5,341",,,171.36,9736.36,56,0,0.795,2020/05/20,9572,9576,0.9454,Y9999   加權指數,"193,785","93,424"
TX202005,台指 2020/05,2020/03/27,2020/05,9844,9844,9486,9527,9518,-0.4914,"1,322","5,900",,,180.92,9698.92,55,0,0.795,2020/05/20,9518,9521,-0.3853,Y9999   加權指數,"189,359","93,769"
TX202005,台指 2020/05,2020/03/30,2020/05,9289,9506,9206,9504,9500,-0.1891,"1,341","6,511",,,129.43,9629.43,52,0,0.795,2020/05/20,9503,9510,-0.7191,Y9999   加權指數,"166,610","96,194"
TX202005,台指 2020/05,2020/03/31,2020/05,9597,9649,9430,9530,9529,0.3053,"1,130","6,899",,,179.06,9708.06,51,0,0.795,2020/05/20,9525,9530,0.8132,Y9999   加權指數,"144,147","97,720"
TX202005,台指 2020/05,2020/04/01,2020/05,9523,9580,9484,9486,9486,-0.4513,"1,266","6,435",,,177.63,9663.63,50,0,0.795,2020/05/20,9483,9485,-0.4587,Y9999   加權指數,"117,698","97,647"
TX202005,台指 2020/05,2020/04/06,2020/05,9661,9767,9527,9764,9764,2.9306,"2,121","7,593",,,54.74,9818.74,45,0,0.795,2020/05/20,9767,9770,1.5923,Y9999   加權指數,"148,903","97,423"
TX202005,台指 2020/05,2020/04/07,2020/05,9912,9967,9828,9943,9943,1.8333,"2,376","8,385",,,53.39,9996.39,44,0,0.795,2020/05/20,9941,9944,1.7931,Y9999   加權指數,"139,841","97,083"
TX202005,台指 2020/05,2020/04/08,2020/05,9893,10082,9893,10075,10073,1.3075,"5,443","11,476",,,64.47,10137.47,43,0,0.795,2020/05/20,10072,10076,1.4014,Y9999   加權指數,"136,193","100,308"
TX202005,台指 2020/05,2020/04/09,2020/05,10081,10142,9963,10031,10027,-0.4567,"6,146","15,953",,,92.43,10119.43,42,0,0.795,2020/05/20,10026,10030,-0.1781,Y9999   加權指數,"142,885","105,058"
TX202005,台指 2020/05,2020/04/10,2020/05,9978,10050,9961,10046,10046,0.1895,"5,274","19,903",,,111.61,10157.61,41,0,0.795,2020/05/20,10044,10047,0.3766,Y9999   加權指數,"79,736","107,666"
TX202005,台指 2020/05,2020/04/13,2020/05,9992,10050,9926,9941,9949,-0.9656,"31,702","38,853",,,150.22,10099.22,38,0,0.795,2020/05/20,9927,9941,-0.5765,Y9999   加權指數,"157,766","105,566"
TX202005,台指 2020/05,2020/04/14,2020/05,10012,10273,10001,10261,10263,3.1561,"46,563","61,886",,,69.94,10332.94,37,0,0.795,2020/05/20,10261,10265,2.2879,Y9999   加權指數,"181,235","106,892"
TX202005,台指 2020/05,2020/04/15,2020/05,10270,10366,10245,10322,10325,0.6041,"54,271","69,366",,,122.21,10447.21,36,0,0.795,2020/05/20,10322,10323,1.0998,Y9999   加權指數,"121,760","102,944"
TX202005,台指 2020/05,2020/04/16,2020/05,10177,10343,10161,10302,10301,-0.2324,"117,908","74,924",,,74.48,10375.48,35,0,0.795,2020/05/20,10301,10302,-0.689,Y9999   加權指數,"118,818","85,143"
TX202005,台指 2020/05,2020/04/17,2020/05,10575,10669,10456,10561,10563,2.5434,"159,024","74,507",,,34.04,10597.04,34,0,0.795,2020/05/20,10561,10565,2.1129,Y9999   加權指數,"161,273","85,089"
TX202005,台指 2020/05,2020/04/20,2020/05,10515,10560,10458,10476,10475,-0.8331,"95,719","76,238",,,111.71,10586.71,31,0,0.795,2020/05/20,10476,10478,-0.0975,Y9999   加權指數,"96,625","87,046"
TX202005,台指 2020/05,2020/04/21,2020/05,10406,10467,10144,10198,10196,-2.6635,"185,566","84,193",,,92.42,10288.42,30,0,0.795,2020/05/20,10195,10198,-2.858,Y9999   加權指數,"187,575","95,604"
TX202005,台指 2020/05,2020/04/22,2020/05,10145,10226,10065,10225,10222,0.255,"140,413","81,780",,,85.74,10307.74,29,0,0.795,2020/05/20,10224,10225,0.1876,Y9999   加權指數,"141,718","93,400"
TX202005,台指 2020/05,2020/04/23,2020/05,10268,10402,10154,10292,10292,0.6848,"167,258","80,199",,,74.51,10366.51,28,0,0.795,2020/05/20,10292,10293,0.5685,Y9999   加權指數,"168,970","92,192"
TX202005,台指 2020/05,2020/04/24,2020/05,10231,10292,10211,10270,10268,-0.2332,"104,624","80,100",,,79.36,10347.36,27,0,0.795,2020/05/20,10268,10270,-0.1849,Y9999   加權指數,"105,641","92,492"
TX202005,台指 2020/05,2020/04/27,2020/05,10373,10567,10368,10547,10545,2.6977,"123,332","83,798",,,22.27,10567.27,24,0,0.795,2020/05/20,10546,10547,2.103,Y9999   加權指數,"124,439","96,620"
TX202005,台指 2020/05,2020/04/28,2020/05,10600,10605,10480,10582,10583,0.3604,"110,417","82,619",,,33.06,10616.06,23,0,0.795,2020/05/20,10581,10583,0.4606,Y9999   加權指數,"111,507","95,770"
TX202005,台指 2020/05,2020/04/29,2020/05,10655,10770,10631,10707,10709,1.1906,"114,379","84,001",,,63.22,10772.22,22,0,0.795,2020/05/20,10707,10710,1.4603,Y9999   加權指數,"116,130","97,567"
TX202005,台指 2020/05,2020/04/30,2020/05,10813,10971,10803,10944,10947,2.2224,"115,419","82,151",,,45.14,10992.14,21,0,0.795,2020/05/20,10945,10947,2.021,Y9999   加權指數,"117,247","96,490"
TX202005,台指 2020/05,2020/05/04,2020/05,10540,10699,10477,10615,10610,-3.0785,"133,437","79,826",,,110.48,10720.48,17,0,0.795,2020/05/20,10613,10616,-2.5025,Y9999   加權指數,"135,347","95,085"
TX202005,台指 2020/05,2020/05/05,2020/05,10717,10795,10658,10725,10719,1.0273,"110,697","79,368",,,55.61,10774.61,16,0,0.795,2020/05/20,10722,10725,0.5037,Y9999   加權指數,"113,019","95,439"
TX202005,台指 2020/05,2020/05/06,2020/05,10658,10780,10618,10750,10749,0.2799,"123,280","79,691",,,25.98,10774.98,15,0,0.795,2020/05/20,10749,10751,0.0034,Y9999   加權指數,"124,829","96,011"
TX202005,台指 2020/05,2020/05/07,2020/05,10736,10877,10710,10833,10833,0.7815,"116,774","81,556",,,9.92,10842.92,14,0,0.795,2020/05/20,10832,10833,0.6286,Y9999   加權指數,"119,234","98,378"
TX202005,台指 2020/05,2020/05/08,2020/05,10893,10956,10853,10896,10894,0.5631,"106,019","81,650",,,7.42,10901.42,13,0,0.795,2020/05/20,10894,10896,0.5381,Y9999   加權指數,"108,012","98,659"
TX202005,台指 2020/05,2020/05/11,2020/05,10979,11038,10935,10983,10982,0.8078,"93,372","81,804",,,31.26,11013.26,10,0,0.795,2020/05/20,10980,10983,1.0207,Y9999   加權指數,"96,408","100,073"
TX202005,台指 2020/05,2020/05/12,2020/05,10902,10932,10802,10865,10865,-1.0654,"117,000","80,674",,,14.47,10879.47,9,0,0.795,2020/05/20,10863,10865,-1.2222,Y9999   加權指數,"119,994","100,398"
TX202005,台指 2020/05,2020/05/13,2020/05,10783,10925,10776,10915,10914,0.451,"103,023","80,579",,,24.27,10938.27,8,0,0.795,2020/05/20,10915,10917,0.539,Y9999   加權指數,"106,752","101,526"
TX202005,台指 2020/05,2020/05/14,2020/05,10828,10877,10738,10750,10749,-1.5118,"128,433","79,237",,,31.88,10780.88,7,0,0.795,2020/05/20,10750,10751,-1.4493,Y9999   加權指數,"134,755","103,241"
TX202005,台指 2020/05,2020/05/15,2020/05,10830,10869,10701,10818,10817,0.6326,"135,179","68,025",,,-2.08,10814.92,6,0,0.795,2020/05/20,10817,10818,0.3152,Y9999   加權指數,"149,333","101,723"
TX202005,台指 2020/05,2020/05/18,2020/05,10768,10824,10724,10763,10761,-0.5177,"134,342","47,753",,,-20.45,10740.55,3,0,0.795,2020/05/20,10761,10763,-0.69,Y9999   加權指數,"166,060","104,820"
TX202005,台指 2020/05,2020/05/19,2020/05,10932,10964,10836,10872,10868,0.9943,"128,453","30,074",,,-7.56,10860.44,2,0,0.795,2020/05/20,10868,10872,1.1101,Y9999   加權指數,"165,308","100,834"
TX202005,台指 2020/05,2020/05/20,2020/05,10903,10960,10853,10887,10887,0.1748,"61,752","19,817",,,20.8,10907.8,1,0,0.795,2020/05/20,10886,10887,0.4351,Y9999   加權指數,"120,101","102,283"
TX202006,台指 2020/06,2019/12/18,2020/06,11972,12000,11962,12000,12000,0.05,47,759,,,122.45,12122.45,183,0,1.045,2020/06/17,11998,12003,0.2101,Y9999   加權指數,"102,944","117,044"
TX202006,台指 2020/06,2019/12/19,2020/06,12010,12015,11940,11944,11943,-0.475,26,756,,,75.9,12018.9,182,0,1.045,2020/06/17,11940,11944,-0.8579,Y9999   加權指數,"93,505","90,138"
TX202006,台指 2020/06,2019/12/20,2020/06,11964,11964,11875,11890,11890,-0.4438,45,769,,,69.08,11959.08,181,0,1.045,2020/06/17,11888,11893,-0.499,Y9999   加權指數,"128,666","89,496"
TX202006,台指 2020/06,2019/12/23,2020/06,11912,11936,11896,11936,11936,0.3869,22,763,,,86.23,12022.23,178,0,1.045,2020/06/17,11932,11937,0.5267,Y9999   加權指數,"76,307","89,566"
TX202006,台指 2020/06,2019/12/24,2020/06,11937,11938,11903,11903,11903,-0.2765,19,773,,,73.38,11976.38,177,0,1.045,2020/06/17,11900,11904,-0.3821,Y9999   加權指數,"56,091","89,462"
TX202006,台指 2020/06,2019/12/25,2020/06,11908,11942,11908,11942,11942,0.3276,17,769,,,66.13,12008.13,176,0,1.045,2020/06/17,11937,11942,0.2648,Y9999   加權指數,"42,200","89,755"
TX202006,台指 2020/06,2019/12/26,2020/06,11953,11953,11910,11934,11929,-0.1089,17,772,,,72.01,12001.01,175,0,1.045,2020/06/17,11927,11931,-0.0593,Y9999   加權指數,"53,065","91,299"
TX202006,台指 2020/06,2019/12/27,2020/06,11954,12026,11954,12014,12014,0.7125,40,776,,,77.59,12091.59,174,0,1.045,2020/06/17,12014,12016,0.7519,Y9999   加權指數,"75,947","94,452"
TX202006,台指 2020/06,2019/12/30,2020/06,12000,12036,11990,11990,11990,-0.1998,35,780,,,63.37,12053.37,171,0,1.045,2020/06/17,11988,11993,-0.3166,Y9999   加權指數,"67,330","94,174"
TX202006,台指 2020/06,2019/12/31,2020/06,11947,11956,11918,11919,11919,-0.5922,44,793,,,78.14,11997.14,170,0,1.045,2020/06/17,11916,11920,-0.4676,Y9999   加權指數,"75,468","95,440"
TX202006,台指 2020/06,2020/01/02,2020/06,11971,12035,11971,12024,12024,0.8809,46,836,,,76.48,12100.48,168,0,1.045,2020/06/17,12020,12024,0.8577,Y9999   加權指數,"102,507","94,426"
TX202006,台指 2020/06,2020/01/03,2020/06,12100,12115,11924,12011,12011,-0.1081,202,869,,,99.43,12110.43,167,0,1.045,2020/06/17,12005,12009,0.0822,Y9999   加權指數,"176,842","92,675"
TX202006,台指 2020/06,2020/01/06,2020/06,11940,11954,11878,11878,11878,-1.1073,81,905,,,75.36,11953.36,164,0,1.045,2020/06/17,11875,11879,-1.3055,Y9999   加權指數,"120,896","94,189"
TX202006,台指 2020/06,2020/01/07,2020/06,11932,11932,11751,11800,11800,-0.6567,90,924,,,80.32,11880.32,163,0,1.045,2020/06/17,11799,11802,-0.6129,Y9999   加權指數,"161,961","92,192"
TX202006,台指 2020/06,2020/01/08,2020/06,11659,11810,11631,11714,11714,-0.7288,106,909,,,103.1,11817.1,162,0,1.045,2020/06/17,11708,11713,-0.5336,Y9999   加權指數,"164,562","92,445"
TX202006,台指 2020/06,2020/01/09,2020/06,11836,11903,11809,11890,11890,1.5025,281,"1,059",,,80.63,11970.63,161,0,1.045,2020/06/17,11888,11893,1.2909,Y9999   加權指數,"123,448","96,775"
TX202006,台指 2020/06,2020/01/10,2020/06,11928,11960,11913,11914,11930,0.3364,38,"1,066",,,94.65,12024.65,160,0,1.045,2020/06/17,11928,11932,0.4503,Y9999   加權指數,"133,104","101,559"
TX202006,台指 2020/06,2020/01/13,2020/06,12000,12033,11975,12026,12026,0.8047,114,"1,109",,,87.42,12113.42,157,0,1.045,2020/06/17,12025,12028,0.7355,Y9999   加權指數,"183,946","108,823"
